DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Entity ID,Display ID,Ordering ID
1,N,LC80120472014125LGN00,12,47,12,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/5/14,2014:125:15:32:51.5597151,2014:125:15:33:23.5600323,9,5.12,67.60154127,92.29290059,6.401,5.822,Yes,"18¡47'14.10""N","77¡29'10.54""W","19¡50'03.05""N","78¡10'30.14""W","19¡28'08.72""N","76¡24'07.16""W","17¡43'46.70""N","76¡48'30.56""W","18¡05'47.94""N","78¡33'46.84""W",18.78725,-77.48626,19.83418,-78.17504,19.46909,-76.40199,17.72964,-76.80849,18.09665,-78.56301,LC80120472014125LGN00,LC80120472014125LGN00,LC80120472014125LGN00
1,N,LC80120482014125LGN00,12,48,12,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/5/14,2014:125:15:33:15.5599515,2014:125:15:33:47.5602747,9,6.04,67.39749446,88.75235766,6.722,5.676,Yes,"17¡20'39.44""N","77¡48'50.44""W","18¡23'27.92""N","78¡29'50.78""W","18¡01'38.06""N","76¡44'22.31""W","16¡17'13.45""N","77¡08'26.63""W","16¡39'10.69""N","78¡52'54.30""W",17.34429,-77.81401,18.39109,-78.49744,18.02724,-76.73953,16.28707,-77.14073,16.65297,-78.88175,LC80120482014125LGN00,LC80120482014125LGN00,LC80120482014125LGN00
1,N,LC80050472014124LGN00,5,47,5,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/4/14,2014:124:14:49:37.5337737,2014:124:14:50:08.5340808,9,9.65,67.5350835,93.04681354,6.035,6.002,Yes,"18¡47'15.00""N","66¡40'19.42""W","19¡50'04.02""N","67¡21'39.02""W","19¡28'09.70""N","65¡35'16.15""W","17¡43'47.42""N","65¡59'39.52""W","18¡05'48.70""N","67¡44'55.72""W",18.7875,-66.67206,19.83445,-67.36084,19.46936,-65.58782,17.72984,-65.99431,18.09686,-67.74881,LC80050472014124LGN00,LC80050472014124LGN00,LC80050472014124LGN00
1,N,LC80050482014124LGN00,5,48,5,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/4/14,2014:124:14:50:01.5340101,2014:124:14:50:32.5343232,9,13.07,67.35002303,89.50974715,5.679,5.942,Yes,"17¡20'40.20""N","66¡59'59.32""W","18¡23'28.75""N","67¡40'59.88""W","18¡01'38.75""N","65¡55'30.94""W","16¡17'14.24""N","66¡19'35.33""W","16¡39'11.66""N","68¡04'03.47""W",17.3445,-66.99981,18.39132,-67.6833,18.02743,-65.92526,16.28729,-66.32648,16.65324,-68.06763,LC80050482014124LGN00,LC80050482014124LGN00,LC80050482014124LGN00
1,N,LC80070482014122LGN00,7,48,7,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/2/14,2014:122:15:02:25.5414525,2014:122:15:02:57.5417757,9,11.92,67.2393701,90.99497859,5.189,5.194,Yes,"17¡20'39.12""N","70¡05'34.08""W","18¡23'27.56""N","70¡46'34.14""W","18¡01'37.74""N","69¡01'06.13""W","16¡17'13.20""N","69¡25'10.52""W","16¡39'10.44""N","71¡09'37.73""W",17.3442,-70.0928,18.39099,-70.77615,18.02715,-69.01837,16.287,-69.41959,16.6529,-71.16048,LC80070482014122LGN00,LC80070482014122LGN00,LC80070482014122LGN00
1,N,LC80070472014122LGN00,7,47,7,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/2/14,2014:122:15:02:01.5412101,2014:122:15:02:33.5415333,9,18.46,67.3872395,94.52092375,5.499,5.668,Yes,"18¡47'14.68""N","69¡45'53.86""W","19¡50'03.52""N","70¡27'13.64""W","19¡28'09.12""N","68¡40'50.38""W","17¡43'47.21""N","69¡05'13.88""W","18¡05'48.59""N","70¡50'30.48""W",18.78741,-69.76496,19.83431,-70.45379,19.4692,-68.68066,17.72978,-69.08719,18.09683,-70.8418,LC80070472014122LGN00,LC80070472014122LGN00,LC80070472014122LGN00
1,N,LC80070462014122LGN00,7,46,7,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,5/2/14,2014:122:15:01:37.5409737,2014:122:15:02:09.5412909,9,12.34,67.4472868,98.08534097,5.267,5.945,Yes,"20¡13'46.60""N","69¡26'00.13""W","21¡16'36.23""N","70¡07'41.23""W","20¡54'36.72""N","68¡20'17.95""W","19¡10'17.44""N","68¡45'02.09""W","19¡32'23.32""N","70¡31'12.61""W",20.22961,-69.43337,21.27673,-70.12812,20.9102,-68.33832,19.17151,-68.75058,19.53981,-70.52017,LC80070462014122LGN00,LC80070462014122LGN00,LC80070462014122LGN00
1,N,LC80110482014118LGN00,11,48,11,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/28/14,2014:118:15:27:13.5563313,2014:118:15:27:45.5566545,9,13.27,66.9430219,94.03733003,6.185,6.023,Yes,"17¡20'40.88""N","76¡16'33.31""W","18¡23'29.40""N","76¡57'34.16""W","18¡01'39.11""N","75¡12'04.54""W","16¡17'14.86""N","75¡36'09.07""W","16¡39'12.56""N","77¡20'37.90""W",17.34469,-76.27592,18.3915,-76.95949,18.02753,-75.20126,16.28746,-75.60252,16.65349,-77.34386,LC80110482014118LGN00,LC80110482014118LGN00,LC80110482014118LGN00
1,N,LC80110452014118LGN00,11,45,11,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/28/14,2014:118:15:26:01.5556101,2014:118:15:26:33.5559333,9,10.53,66.89797478,104.505528,6.096,4.67,Yes,"21¡40'17.33""N","75¡16'49.98""W","22¡43'07.57""N","75¡58'53.83""W","22¡21'02.41""N","74¡10'25.54""W","20¡36'46.33""N","74¡35'32.60""W","20¡58'57.36""N","76¡22'41.81""W",21.67148,-75.28055,22.71877,-75.98162,22.35067,-74.17376,20.61287,-74.59239,20.9826,-76.37828,LC80110452014118LGN00,LC80110452014118LGN00,LC80110452014118LGN00
1,N,LC80110472014118LGN00,11,47,11,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/28/14,2014:118:15:26:49.5560949,2014:118:15:27:21.5564121,9,14.42,67.01451595,97.52031291,6.303,5.35,Yes,"18¡47'15.47""N","75¡56'53.34""W","19¡50'04.49""N","76¡38'13.06""W","19¡28'09.88""N","74¡51'49.68""W","17¡43'47.93""N","75¡16'13.19""W","18¡05'49.45""N","77¡01'29.89""W",18.78763,-75.94815,19.83458,-76.63696,19.46941,-74.8638,17.72998,-75.27033,18.09707,-77.02497,LC80110472014118LGN00,LC80110472014118LGN00,LC80110472014118LGN00
1,N,LC80110462014118LGN00,11,46,11,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/28/14,2014:118:15:26:25.5558525,2014:118:15:26:57.5561757,9,10.69,66.99945574,101.0176167,5.612,4.83,Yes,"20¡13'46.45""N","75¡36'59.58""W","21¡16'36.08""N","76¡18'40.54""W","20¡54'36.47""N","74¡31'17.29""W","19¡10'17.18""N","74¡56'01.61""W","19¡32'23.24""N","76¡42'12.06""W",20.22957,-75.61655,21.27669,-76.31126,20.91013,-74.52147,19.17144,-74.93378,19.53979,-76.70335,LC80110462014118LGN00,LC80110462014118LGN00,LC80110462014118LGN00
1,N,LC80130442014116LGN00,13,44,13,44,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/26/14,2014:116:15:38:01.5628101,2014:116:15:38:33.5631333,9,9.04,66.37611793,109.3122706,5.976,5.38,Yes,"23¡06'46.08""N","78¡01'48.94""W","24¡09'37.37""N","78¡44'17.34""W","23¡47'26.09""N","76¡54'38.63""W","22¡03'13.14""N","77¡20'10.46""W","22¡25'29.68""N","79¡08'23.46""W",23.1128,-78.03026,24.16038,-78.73815,23.79058,-76.91073,22.05365,-77.33624,22.42491,-79.13985,LC80130442014116LGN00,LC80130442014116LGN00,LC80130442014116LGN00
1,N,LC80130452014116LGN00,13,45,13,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/26/14,2014:116:15:38:25.5630525,2014:116:15:38:57.5633757,9,12.8,66.59766229,105.9225895,6.922,5.927,Yes,"21¡40'17.47""N","78¡22'15.67""W","22¡43'07.90""N","79¡04'19.56""W","22¡21'02.66""N","77¡15'51.12""W","20¡36'46.51""N","77¡40'58.22""W","20¡58'57.58""N","79¡28'07.57""W",21.67152,-78.37102,22.71886,-79.0721,22.35074,-77.2642,20.61292,-77.68284,20.98266,-79.46877,LC80130452014116LGN00,LC80130452014116LGN00,LC80130452014116LGN00
1,N,LC80130462014116LGN00,13,46,13,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/26/14,2014:116:15:38:49.5632949,2014:116:15:39:21.5636121,9,7.27,66.73558321,102.4877616,6.611,5.505,Yes,"20¡13'46.78""N","78¡42'25.34""W","21¡16'36.37""N","79¡24'06.44""W","20¡54'36.65""N","77¡36'42.91""W","19¡10'17.69""N","78¡01'27.34""W","19¡32'23.82""N","79¡47'38.11""W",20.22966,-78.70704,21.27677,-79.40179,20.91018,-77.61192,19.17158,-78.02426,19.53995,-79.79392,LC80130462014116LGN00,LC80130462014116LGN00,LC80130462014116LGN00
1,N,LC80120452014109LGN00,12,45,12,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/19/14,2014:109:15:32:19.5593919,2014:109:15:32:51.5597151,9,13.01,65.33404459,110.79796,6.652,5.854,Yes,"21¡40'18.34""N","76¡49'08.36""W","22¡43'08.65""N","77¡31'12.54""W","22¡21'03.38""N","75¡42'43.67""W","20¡36'47.45""N","76¡07'50.66""W","20¡58'58.55""N","77¡55'00.48""W",21.67176,-76.81899,22.71907,-77.52015,22.35094,-75.71213,20.61318,-76.13074,20.98293,-77.9168,LC80120452014109LGN00,LC80120452014109LGN00,LC80120452014109LGN00
1,N,LC80070472014106LGN00,7,47,7,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/16/14,2014:106:15:02:14.5413414,2014:106:15:02:46.5416646,9,14.18,65.24785918,106.5492377,5.68,5.178,Yes,"18¡47'14.17""N","69¡45'14.87""W","19¡50'03.19""N","70¡26'34.19""W","19¡28'08.65""N","68¡40'11.42""W","17¡43'46.52""N","69¡04'35.15""W","18¡05'48.01""N","70¡49'51.28""W",18.78727,-69.75413,19.83422,-70.44283,19.46907,-68.66984,17.72959,-69.07643,18.09667,-70.83091,LC80070472014106LGN00,LC80070472014106LGN00,LC80070472014106LGN00
1,N,LC80070462014106LGN00,7,46,7,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/16/14,2014:106:15:01:51.5411151,2014:106:15:02:22.5414222,9,3.38,65.00918642,109.716265,5.364,5.312,Yes,"20¡13'48.00""N","69¡25'20.42""W","21¡16'37.67""N","70¡07'01.16""W","20¡54'38.05""N","68¡19'38.39""W","19¡10'18.73""N","68¡44'22.70""W","19¡32'24.72""N","70¡30'32.76""W",20.23,-69.42234,21.27713,-70.11699,20.91057,-68.32733,19.17187,-68.73964,19.5402,-70.5091,LC80070462014106LGN00,LC80070462014106LGN00,LC80070462014106LGN00
1,N,LC80070482014106LGN00,7,48,7,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/16/14,2014:106:15:02:38.5415838,2014:106:15:03:10.5419010,9,8.37,65.40830023,103.3375661,4.497,4.633,Yes,"17¡20'39.34""N","70¡04'54.91""W","18¡23'27.92""N","70¡45'54.76""W","18¡01'38.03""N","69¡00'27.18""W","16¡17'13.27""N","69¡24'31.68""W","16¡39'10.62""N","71¡08'58.49""W",17.34426,-70.08192,18.39109,-70.76521,18.02723,-69.00755,16.28702,-69.4088,16.65295,-71.14958,LC80070482014106LGN00,LC80070482014106LGN00,LC80070482014106LGN00
1,N,LC80090452014104LGN00,9,45,9,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/14/14,2014:104:15:13:52.5483252,2014:104:15:14:23.5486323,9,8.02,64.2442267,114.1170934,5.887,5.721,Yes,"21¡40'17.47""N","72¡10'54.34""W","22¡43'07.97""N","72¡52'57.40""W","22¡21'02.92""N","71¡04'30.50""W","20¡36'46.37""N","71¡29'37.79""W","20¡58'57.29""N","73¡16'45.66""W",21.67152,-72.18176,22.71888,-72.88261,22.35081,-71.07514,20.61288,-71.49383,20.98258,-73.27935,LC80090452014104LGN00,LC80090452014104LGN00,LC80090452014104LGN00
1,N,LC80090482014104LGN00,9,48,9,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/14/14,2014:104:15:15:03.5490303,2014:104:15:15:35.5493535,9,8.04,65.06282392,104.8419145,5.219,5.821,Yes,"17¡20'40.81""N","73¡10'38.28""W","18¡23'29.36""N","73¡51'37.76""W","18¡01'39.43""N","72¡06'10.55""W","16¡17'14.75""N","72¡30'15.23""W","16¡39'12.13""N","74¡14'41.71""W",17.34467,-73.1773,18.39149,-73.86049,18.02762,-72.10293,16.28743,-72.50423,16.65337,-74.24492,LC80090482014104LGN00,LC80090482014104LGN00,LC80090482014104LGN00
1,N,LC80090462014104LGN00,9,46,9,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/14/14,2014:104:15:14:15.5485515,2014:104:15:14:47.5488747,9,5.51,64.5917731,111.0881514,5.141,5.529,Yes,"20¡13'46.49""N","72¡31'04.15""W","21¡16'36.23""N","73¡12'44.78""W","20¡54'36.58""N","71¡25'22.08""W","19¡10'17.22""N","71¡50'06.61""W","19¡32'23.28""N","73¡36'16.63""W",20.22958,-72.51782,21.27673,-73.21244,20.91016,-71.4228,19.17145,-71.83517,19.5398,-73.60462,LC80090462014104LGN00,LC80090462014104LGN00,LC80090462014104LGN00
1,N,LC80090472014104LGN00,9,47,9,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/14/14,2014:104:15:14:39.5487939,2014:104:15:15:11.5491111,9,10.87,64.86535687,107.9918092,5.35,5.742,Yes,"18¡47'15.54""N","72¡50'58.13""W","19¡50'04.60""N","73¡32'17.34""W","19¡28'10.02""N","71¡45'54.72""W","17¡43'47.96""N","72¡10'18.48""W","18¡05'49.49""N","73¡55'34.46""W",18.78765,-72.84948,19.83461,-73.53815,19.46945,-71.7652,17.72999,-72.1718,18.09708,-73.92624,LC80090472014104LGN00,LC80090472014104LGN00,LC80090472014104LGN00
1,N,LC80110462014102LGN00,11,46,11,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/12/14,2014:102:15:26:40.5560040,2014:102:15:27:12.5563212,9,16.7,64.15142782,112.4340109,5.693,5.132,Yes,"20¡13'48.11""N","75¡36'43.42""W","21¡16'37.85""N","76¡18'23.76""W","20¡54'38.23""N","74¡31'01.45""W","19¡10'18.80""N","74¡55'45.98""W","19¡32'24.86""N","76¡41'55.61""W",20.23003,-75.61206,21.27718,-76.3066,20.91062,-74.51707,19.17189,-74.92944,19.54024,-76.69878,LC80110462014102LGN00,LC80110462014102LGN00,LC80110462014102LGN00
1,N,LC80110482014102LGN00,11,48,11,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/12/14,2014:102:15:27:28.5564828,2014:102:15:28:00.5568000,9,14.37,64.69318443,106.3226452,4.557,7.381,Yes,"17¡20'39.66""N","76¡16'18.26""W","18¡23'28.32""N","76¡57'18.54""W","18¡01'37.99""N","75¡11'49.74""W","16¡17'13.52""N","75¡35'54.46""W","16¡39'11.27""N","77¡20'22.52""W",17.34435,-76.27174,18.3912,-76.95515,18.02722,-75.19715,16.28709,-75.59846,16.65313,-77.33959,LC80110482014102LGN00,LC80110482014102LGN00,LC80110482014102LGN00
1,N,LC80110452014102LGN00,11,45,11,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/12/14,2014:102:15:26:16.5557616,2014:102:15:26:48.5560848,9,15.77,63.77186698,115.3861922,5.772,5.443,Yes,"21¡40'18.19""N","75¡16'33.82""W","22¡43'08.62""N","75¡58'36.95""W","22¡21'03.49""N","74¡10'09.62""W","20¡36'47.05""N","74¡35'16.94""W","20¡58'58.08""N","76¡22'25.28""W",21.67172,-75.27606,22.71906,-75.97693,22.35097,-74.16934,20.61307,-74.58804,20.9828,-76.37369,LC80110452014102LGN00,LC80110452014102LGN00,LC80110452014102LGN00
1,N,LC80110472014102LGN00,11,47,11,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/12/14,2014:102:15:27:04.5562404,2014:102:15:27:36.5565636,9,14.53,64.45946274,109.407469,4.472,7.186,Yes,"18¡47'14.32""N","75¡56'37.97""W","19¡50'03.44""N","76¡37'57.14""W","19¡28'08.83""N","74¡51'34.70""W","17¡43'46.74""N","75¡15'58.54""W","18¡05'48.26""N","77¡01'14.38""W",18.78731,-75.94388,19.83429,-76.63254,19.46912,-74.85964,17.72965,-75.26626,18.09674,-77.02066,LC80110472014102LGN00,LC80110472014102LGN00,LC80110472014102LGN00
1,N,LC80060472014099LGN00,6,47,6,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/9/14,2014:099:14:56:14.5377414,2014:099:14:56:46.5380646,9,6.65,63.80087938,111.5031393,5.217,5.638,Yes,"18¡47'15.22""N","68¡13'19.70""W","19¡50'04.49""N","68¡54'39.35""W","19¡28'09.73""N","67¡08'16.04""W","17¡43'47.60""N","67¡32'39.73""W","18¡05'49.34""N","69¡17'56.40""W",18.78756,-68.22214,19.83458,-68.91093,19.46937,-67.13779,17.72989,-67.54437,18.09704,-69.299,LC80060472014099LGN00,LC80060472014099LGN00,LC80060472014099LGN00
1,N,LC80060482014099LGN00,6,48,6,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/9/14,2014:099:14:56:38.5379838,2014:099:14:57:09.5382909,9,2.96,64.08821201,108.5215632,2.629,6.385,Yes,"17¡20'39.62""N","68¡33'00.11""W","18¡23'28.25""N","69¡14'00.53""W","18¡01'37.88""N","67¡28'31.40""W","16¡17'13.45""N","67¡52'36.08""W","16¡39'11.27""N","69¡37'04.48""W",17.34434,-68.55003,18.39118,-69.23348,18.02719,-67.47539,16.28707,-67.87669,16.65313,-69.61791,LC80060482014099LGN00,LC80060482014099LGN00,LC80060482014099LGN00
1,N,LC80080452014097LGN00,8,45,8,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/7/14,2014:097:15:07:50.5447050,2014:097:15:08:22.5450222,9,10.91,62.49411471,118.441308,5.605,7.695,Yes,"21¡40'17.69""N","70¡38'45.64""W","22¡43'08.11""N","71¡20'48.52""W","22¡21'03.06""N","69¡32'21.62""W","20¡36'46.62""N","69¡57'28.91""W","20¡58'57.50""N","71¡44'36.82""W",21.67158,-70.64601,22.71892,-71.34681,22.35085,-69.53934,20.61295,-69.95803,20.98264,-71.74356,LC80080452014097LGN00,LC80080452014097LGN00,LC80080452014097LGN00
1,N,LC80080482014097LGN00,8,48,8,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/7/14,2014:097:15:09:01.5454101,2014:097:15:09:33.5457333,9,16.11,63.66188039,109.9351974,4.623,5.033,Yes,"17¡20'39.95""N","71¡38'29.58""W","18¡23'28.43""N","72¡19'28.24""W","18¡01'38.86""N","70¡34'02.78""W","16¡17'13.96""N","70¡58'07.50""W","16¡39'10.94""N","72¡42'32.22""W",17.34443,-71.64155,18.39123,-72.32451,18.02746,-70.56744,16.28721,-70.96875,16.65304,-72.70895,LC80080482014097LGN00,LC80080482014097LGN00,LC80080482014097LGN00
1,N,LC80080462014097LGN00,8,46,8,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/7/14,2014:097:15:08:14.5449414,2014:097:15:08:45.5452545,9,13.92,62.9502669,115.6839432,5.201,5.377,Yes,"20¡13'46.70""N","70¡58'55.34""W","21¡16'36.44""N","71¡40'35.69""W","20¡54'36.90""N","69¡53'13.38""W","19¡10'17.36""N","70¡17'57.91""W","19¡32'23.39""N","72¡04'07.54""W",20.22964,-70.98204,21.27679,-71.67658,20.91025,-69.88705,19.17149,-70.29942,19.53983,-72.06876,LC80080462014097LGN00,LC80080462014097LGN00,LC80080462014097LGN00
1,N,LC80080472014097LGN00,8,47,8,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/7/14,2014:097:15:08:38.5451838,2014:097:15:09:09.5454909,9,18.05,63.34038579,112.8458764,5.152,5.814,Yes,"18¡47'15.58""N","71¡18'49.18""W","19¡50'04.78""N","72¡00'08.46""W","19¡28'10.24""N","70¡13'46.02""W","17¡43'48.04""N","70¡38'09.71""W","18¡05'49.52""N","72¡23'25.55""W",18.78766,-71.31366,19.83466,-72.00235,19.46951,-70.22945,17.73001,-70.63603,18.09709,-72.39043,LC80080472014097LGN00,LC80080472014097LGN00,LC80080472014097LGN00
1,N,LC80100462014095LGN00,10,46,10,46,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/5/14,2014:095:15:20:37.5523737,2014:095:15:21:09.5526909,9,3.54,62.43937361,116.9193061,4.774,4.33,Yes,"20¡13'47.53""N","74¡04'19.88""W","21¡16'37.27""N","74¡46'00.44""W","20¡54'37.62""N","72¡58'37.70""W","19¡10'18.26""N","73¡23'22.20""W","19¡32'24.36""N","75¡09'32.26""W",20.22987,-74.07219,21.27702,-74.76679,20.91045,-72.97714,19.17174,-73.3895,19.5401,-75.15896,LC80100462014095LGN00,LC80100462014095LGN00,LC80100462014095LGN00
1,N,LC80100442014095LGN00,10,44,10,44,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/5/14,2014:095:15:19:49.5518949,2014:095:15:20:21.5522121,9,12.94,61.40959861,122.1869785,5.466,5.019,Yes,"23¡06'45.40""N","73¡23'43.62""W","24¡09'36.79""N","74¡06'11.20""W","23¡47'25.76""N","72¡16'34.14""W","22¡03'12.38""N","72¡42'06.01""W","22¡25'28.67""N","74¡30'17.50""W",23.11261,-73.39545,24.16022,-74.10311,23.79049,-72.27615,22.05344,-72.70167,22.42463,-74.50486,LC80100442014095LGN00,LC80100442014095LGN00,LC80100442014095LGN00
1,N,LC80100472014095LGN00,10,47,10,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/5/14,2014:095:15:21:01.5526101,2014:095:15:21:33.5529333,9,6.61,62.86055661,114.1559659,5.078,4.867,Yes,"18¡47'14.71""N","74¡24'14.18""W","19¡50'03.73""N","75¡05'33.65""W","19¡28'09.12""N","73¡19'10.63""W","17¡43'47.06""N","73¡43'34.32""W","18¡05'48.62""N","75¡28'50.74""W",18.78742,-74.40394,19.83437,-75.09268,19.4692,-73.31962,17.72974,-73.7262,18.09684,-75.48076,LC80100472014095LGN00,LC80100472014095LGN00,LC80100472014095LGN00
1,N,LC80100482014095LGN00,10,48,10,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/5/14,2014:095:15:21:25.5528525,2014:095:15:21:57.5531757,9,19.07,63.21512888,111.3185183,6.052,5.982,Yes,"17¡20'40.88""N","74¡43'54.12""W","18¡23'29.58""N","75¡24'54.50""W","18¡01'39.36""N","73¡39'25.67""W","16¡17'14.71""N","74¡03'30.20""W","16¡39'12.42""N","75¡47'58.27""W",17.34469,-74.7317,18.39155,-75.41514,18.0276,-73.65713,16.28742,-74.05839,16.65345,-75.79952,LC80100482014095LGN00,LC80100482014095LGN00,LC80100482014095LGN00
1,N,LC80100452014095LGN00,10,45,10,45,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/5/14,2014:095:15:20:13.5521313,2014:095:15:20:45.5524545,9,8.79,61.95466819,119.5984953,5.442,5.265,Yes,"21¡40'17.58""N","73¡44'10.21""W","22¡43'08.11""N","74¡26'13.52""W","22¡21'02.99""N","72¡37'46.16""W","20¡36'46.51""N","73¡02'53.45""W","20¡58'57.47""N","74¡50'01.82""W",21.67155,-73.73617,22.71892,-74.43709,22.35083,-72.62949,20.61292,-73.04818,20.98263,-74.83384,LC80100452014095LGN00,LC80100452014095LGN00,LC80100452014095LGN00
1,N,LC80120442014093LGN00,12,44,12,44,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/3/14,2014:093:15:32:13.5593313,2014:093:15:32:44.5596444,9,11.66,60.82848738,123.2343151,6.347,4.975,Yes,"23¡06'45.68""N","76¡29'03.30""W","24¡09'37.04""N","77¡11'31.06""W","23¡47'25.91""N","75¡21'53.53""W","22¡03'12.67""N","75¡47'25.58""W","22¡25'29.06""N","77¡35'37.50""W",23.11269,-76.48425,24.16029,-77.19196,23.79053,-75.36487,22.05352,-75.79044,22.42474,-77.59375,LC80120442014093LGN00,LC80120442014093LGN00,LC80120442014093LGN00
1,N,LC80120482014093LGN00,12,48,12,48,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/3/14,2014:093:15:33:48.5602848,2014:093:15:34:20.5606020,9,7.48,62.74929536,112.6688394,7.052,5.566,Yes,"17¡20'40.27""N","77¡49'14.12""W","18¡23'28.90""N","78¡30'14.36""W","18¡01'38.71""N","76¡44'45.89""W","16¡17'14.14""N","77¡08'50.53""W","16¡39'11.77""N","78¡53'18.24""W",17.34452,-77.82059,18.39136,-78.50399,18.02742,-76.74608,16.28726,-77.14737,16.65327,-78.8884,LC80120482014093LGN00,LC80120482014093LGN00,LC80120482014093LGN00
1,N,LC80120472014093LGN00,12,47,12,47,NADIR,FULL,NOMINAL,-0.001,LGN,DAY,Level 1T,OLI_TIRS,4/3/14,2014:093:15:33:24.5600424,2014:093:15:33:56.5603656,9,15.1,62.36256543,115.433213,6.987,6.016,Yes,"18¡47'13.99""N","77¡29'34.15""W","19¡50'03.12""N","78¡10'53.54""W","19¡28'08.47""N","76¡24'30.67""W","17¡43'46.42""N","76¡48'54.40""W","18¡05'47.98""N","78¡34'10.67""W",18.78722,-77.49282,19.8342,-78.18154,19.46902,-76.40852,17.72956,-76.81511,18.09666,-78.56963,LC80120472014093LGN00,LC80120472014093LGN00,LC80120472014093LGN00
